RPM,RPM ref,P,I,duty cycle,time
1416,1400,0.08,0.03,44,14760
1397,1400,0.08,0.03,46,14770
1355,1400,0.08,0.03,51,14780
1348,1400,0.08,0.03,53,14790
1337,1400,0.08,0.03,56,14800
1319,1400,0.08,0.03,60,14810
1325,1450,0.08,0.03,67,14820
1330,1450,0.08,0.03,70,14830
1328,1450,0.08,0.03,74,14840
1340,1450,0.08,0.03,76,14850
1348,1350,0.08,0.03,68,14860
1340,1500,0.08,0.03,85,14870
1355,1450,0.08,0.03,83,14880
1354,1450,0.08,0.03,86,14890
1362,1450,0.08,0.03,88,14900
1379,1350,0.08,0.03,77,14910
1372,1450,0.08,0.03,88,14920
1374,1450,0.08,0.03,90,14930
1388,1450,0.08,0.03,91,14940
1387,1450,0.08,0.03,93,14950
1393,1450,0.08,0.03,94,14960
1397,1450,0.08,0.03,96,14970
1400,1450,0.08,0.03,97,14980
1401,1450,0.08,0.03,98,14990
1401,1450,0.08,0.03,100,15000
1395,1450,0.08,0.03,100,15010
1399,1450,0.08,0.03,100,15020
1409,1450,0.08,0.03,100,15030
1411,1450,0.08,0.03,100,15040
1425,1450,0.08,0.03,99,15050
1433,1450,0.08,0.03,99,15060
2907,1450,0.08,0.03,0,15070
2786,1400,0.08,0.03,0,15080
1312,1400,0.08,0.03,100,15090
1291,1450,0.08,0.03,100,15100
1313,1450,0.08,0.03,100,15110
1332,1450,0.08,0.03,100,15120
1355,1450,0.08,0.03,100,15130
1374,1450,0.08,0.03,100,15140
1385,1450,0.08,0.03,100,15150
1404,1450,0.08,0.03,100,15160
1417,1450,0.08,0.03,100,15170
1432,1450,0.08,0.03,99,15180
1445,1450,0.08,0.03,98,15190
1445,1450,0.08,0.03,98,15200
1456,1450,0.08,0.03,97,15210
1449,1450,0.08,0.03,98,15220
1453,1450,0.08,0.03,97,15230
1460,1450,0.08,0.03,97,15240
1453,1450,0.08,0.03,97,15250
1453,1450,0.08,0.03,97,15260
1462,1450,0.08,0.03,96,15270
1462,1450,0.08,0.03,96,15280
1447,1450,0.08,0.03,97,15290
1453,1450,0.08,0.03,96,15300
1445,1450,0.08,0.03,97,15310
1441,1450,0.08,0.03,98,15320
1449,1450,0.08,0.03,97,15330
1441,1450,0.08,0.03,98,15340
1441,1450,0.08,0.03,98,15350
1441,1450,0.08,0.03,98,15360
1445,1450,0.08,0.03,98,15370
1449,1450,0.08,0.03,98,15380
1458,1450,0.08,0.03,97,15390
1453,1450,0.08,0.03,97,15400
1458,1450,0.08,0.03,97,15410
1462,1450,0.08,0.03,96,15420
1466,1450,0.08,0.03,95,15430
1484,1450,0.08,0.03,93,15440
1479,1450,0.08,0.03,92,15450
1484,1400,0.08,0.03,85,15460
1484,1400,0.08,0.03,83,15470
1471,1450,0.08,0.03,87,15480
1455,1450,0.08,0.03,88,15490
1453,1400,0.08,0.03,83,15500
1445,1450,0.08,0.03,88,15510
1433,1450,0.08,0.03,89,15520
1445,1450,0.08,0.03,88,15530
1444,1450,0.08,0.03,89,15540
1441,1450,0.08,0.03,89,15550
1458,1400,0.08,0.03,82,15560
1453,1400,0.08,0.03,81,15570
1458,1350,0.08,0.03,73,15580
1449,1450,0.08,0.03,82,15590
1441,1450,0.08,0.03,83,15600
1401,1450,0.08,0.03,88,15610
1359,1450,0.08,0.03,94,15620
1309,1450,0.08,0.03,100,15630
1276,1450,0.08,0.03,100,15640
1266,1450,0.08,0.03,100,15650
1247,1450,0.08,0.03,100,15660
1232,1450,0.08,0.03,100,15670
1221,1450,0.08,0.03,100,15680
1202,1450,0.08,0.03,100,15690
1198,1450,0.08,0.03,100,15700
1195,1450,0.08,0.03,100,15710
1195,1450,0.08,0.03,100,15720
1200,1450,0.08,0.03,100,15730
1220,1450,0.08,0.03,100,15740
1254,1450,0.08,0.03,100,15750
1298,1450,0.08,0.03,100,15760
1328,1450,0.08,0.03,100,15770
1386,1450,0.08,0.03,97,15780
1405,1450,0.08,0.03,97,15790
2890,1450,0.08,0.03,0,15800
1447,1400,0.08,0.03,88,15810
1462,1400,0.08,0.03,85,15820
1515,1450,0.08,0.03,83,15830
1584,1500,0.08,0.03,79,15840
1613,1450,0.08,0.03,68,15850
1634,1400,0.08,0.03,55,15860
1623,1400,0.08,0.03,49,15870
1621,1450,0.08,0.03,48,15880
1599,1450,0.08,0.03,45,15890
1584,1400,0.08,0.03,37,15900
1543,1400,0.08,0.03,36,15910
1502,1400,0.08,0.03,36,15920
1466,1400,0.08,0.03,37,15930
1416,1400,0.08,0.03,41,15940
1396,1400,0.08,0.03,42,15950
1370,1400,0.08,0.03,45,15960
1333,1450,0.08,0.03,56,15970
1312,1400,0.08,0.03,56,15980
1304,1450,0.08,0.03,65,15990
1285,1450,0.08,0.03,72,16000
1299,1500,0.08,0.03,81,16010
1311,1350,0.08,0.03,69,16020
1326,1450,0.08,0.03,79,16030
1346,1400,0.08,0.03,75,16040
1348,1450,0.08,0.03,82,16050
1359,1400,0.08,0.03,79,16060
1374,1400,0.08,0.03,78,16070
1370,1450,0.08,0.03,85,16080
1374,1400,0.08,0.03,81,16090
1374,1450,0.08,0.03,88,16100
1362,1400,0.08,0.03,86,16110
1351,1450,0.08,0.03,94,16120
1359,1450,0.08,0.03,96,16130
1366,1450,0.08,0.03,98,16140
1377,1450,0.08,0.03,99,16150
1397,1450,0.08,0.03,99,16160
1420,1450,0.08,0.03,98,16170
1437,1450,0.08,0.03,97,16180
1458,1450,0.08,0.03,95,16190
1475,1450,0.08,0.03,93,16200
1490,1450,0.08,0.03,91,16210
1506,1400,0.08,0.03,82,16220
1502,1450,0.08,0.03,85,16230
1497,1400,0.08,0.03,78,16240
3044,1450,0.08,0.03,0,16250
1457,1400,0.08,0.03,80,16260
1412,1350,0.08,0.03,78,16270
1420,1450,0.08,0.03,86,16280
1423,1400,0.08,0.03,81,16290
1416,1400,0.08,0.03,81,16300
1433,1450,0.08,0.03,84,16310
1433,1500,0.08,0.03,90,16320
1434,1400,0.08,0.03,81,16330
1449,1450,0.08,0.03,84,16340
1453,1400,0.08,0.03,78,16350
1449,1350,0.08,0.03,71,16360
1441,1500,0.08,0.03,86,16370
1425,1400,0.08,0.03,78,16380
1416,1500,0.08,0.03,89,16390
1409,1400,0.08,0.03,82,16400
1397,1400,0.08,0.03,83,16410
1393,1450,0.08,0.03,89,16420
1388,1450,0.08,0.03,91,16430
1376,1400,0.08,0.03,89,16440
1366,1400,0.08,0.03,91,16450
1355,1400,0.08,0.03,93,16460
1348,1400,0.08,0.03,95,16470
1340,1450,0.08,0.03,100,16480
1354,1450,0.08,0.03,100,16490
1360,1450,0.08,0.03,100,16500
1360,1450,0.08,0.03,100,16510
1383,1450,0.08,0.03,98,16520
1000000,1450,0.08,0.03,0,16530
1346,1400,0.08,0.03,99,16540
1316,1450,0.08,0.03,100,16550
1332,1450,0.08,0.03,100,16560
1342,1450,0.08,0.03,100,16570
1356,1450,0.08,0.03,100,16580
1365,1450,0.08,0.03,100,16590
1375,1450,0.08,0.03,100,16600
1393,1450,0.08,0.03,100,16610
1407,1450,0.08,0.03,100,16620
1403,1450,0.08,0.03,100,16630
1415,1450,0.08,0.03,100,16640
1425,1450,0.08,0.03,100,16650
1421,1450,0.08,0.03,100,16660
1431,1450,0.08,0.03,100,16670
1449,1450,0.08,0.03,98,16680
1445,1450,0.08,0.03,99,16690
1463,1450,0.08,0.03,97,16700
1466,1450,0.08,0.03,96,16710
1466,1450,0.08,0.03,96,16720
1471,1450,0.08,0.03,95,16730
1460,1450,0.08,0.03,95,16740
1468,1450,0.08,0.03,94,16750
1475,1400,0.08,0.03,87,16760
1466,1450,0.08,0.03,92,16770
1479,1400,0.08,0.03,84,16780
2924,1500,0.08,0.03,0,16790
1430,1400,0.08,0.03,87,16800
1393,1450,0.08,0.03,96,16810
1389,1450,0.08,0.03,98,16820
1397,1450,0.08,0.03,99,16830
1420,1450,0.08,0.03,98,16840
1425,1450,0.08,0.03,98,16850
1431,1450,0.08,0.03,99,16860
1449,1450,0.08,0.03,97,16870
1445,1450,0.08,0.03,98,16880
1445,1450,0.08,0.03,98,16890
1449,1450,0.08,0.03,97,16900
1441,1450,0.08,0.03,98,16910
1429,1450,0.08,0.03,100,16920
1433,1450,0.08,0.03,100,16930
1436,1450,0.08,0.03,100,16940
1433,1450,0.08,0.03,100,16950
1446,1450,0.08,0.03,99,16960
1449,1450,0.08,0.03,99,16970
1445,1450,0.08,0.03,99,16980
1455,1450,0.08,0.03,98,16990
1453,1450,0.08,0.03,98,17000
1465,1450,0.08,0.03,97,17010
1474,1450,0.08,0.03,96,17020
1479,1450,0.08,0.03,94,17030
2924,1450,0.08,0.03,0,17040
1472,1400,0.08,0.03,89,17050
1408,1400,0.08,0.03,94,17060
1416,1450,0.08,0.03,98,17070
1426,1450,0.08,0.03,98,17080
1441,1450,0.08,0.03,97,17090
1458,1450,0.08,0.03,95,17100
1471,1450,0.08,0.03,94,17110
1479,1450,0.08,0.03,92,17120
1495,1500,0.08,0.03,95,17130
1497,1450,0.08,0.03,90,17140
1502,1400,0.08,0.03,82,17150
1511,1450,0.08,0.03,84,17160
1520,1450,0.08,0.03,81,17170
1515,1350,0.08,0.03,68,17180
1511,1450,0.08,0.03,75,17190
1502,1450,0.08,0.03,74,17200
1495,1450,0.08,0.03,73,17210
1484,1450,0.08,0.03,73,17220
1462,1450,0.08,0.03,74,17230
1462,1450,0.08,0.03,74,17240
1445,1450,0.08,0.03,75,17250
1437,1450,0.08,0.03,77,17260
1433,1450,0.08,0.03,77,17270
1415,1450,0.08,0.03,80,17280
1404,1450,0.08,0.03,82,17290
1397,1450,0.08,0.03,84,17300
1393,1450,0.08,0.03,86,17310
1392,1450,0.08,0.03,88,17320
1404,1400,0.08,0.03,83,17330
1400,1450,0.08,0.03,89,17340
1399,1450,0.08,0.03,90,17350
1412,1400,0.08,0.03,85,17360
1408,1500,0.08,0.03,96,17370
1420,1450,0.08,0.03,92,17380
1445,1400,0.08,0.03,85,17390
1445,1500,0.08,0.03,94,17400
1455,1450,0.08,0.03,89,17410
1472,1400,0.08,0.03,82,17420
1471,1450,0.08,0.03,85,17430
1471,1400,0.08,0.03,79,17440
1472,1450,0.08,0.03,82,17450
1475,1450,0.08,0.03,81,17460
1466,1450,0.08,0.03,82,17470
1475,1450,0.08,0.03,80,17480
1475,1400,0.08,0.03,74,17490
1478,1450,0.08,0.03,77,17500
1471,1350,0.08,0.03,66,17510
1444,1450,0.08,0.03,76,17520
1449,1450,0.08,0.03,76,17530
1449,1450,0.08,0.03,76,17540
1433,1500,0.08,0.03,83,17550
1438,1400,0.08,0.03,74,17560
1433,1350,0.08,0.03,67,17570
1416,1400,0.08,0.03,72,17580
1411,1450,0.08,0.03,78,17590
1385,1450,0.08,0.03,82,17600
1381,1450,0.08,0.03,84,17610
1389,1450,0.08,0.03,85,17620
1385,1450,0.08,0.03,88,17630
1385,1450,0.08,0.03,90,17640
1402,1450,0.08,0.03,90,17650
1412,1400,0.08,0.03,85,17660
1416,1350,0.08,0.03,78,17670
1429,1450,0.08,0.03,86,17680
1425,1400,0.08,0.03,82,17690
1429,1450,0.08,0.03,86,17700
1445,1400,0.08,0.03,79,17710
1441,1400,0.08,0.03,78,17720
1441,1450,0.08,0.03,83,17730
1449,1450,0.08,0.03,82,17740
1446,1450,0.08,0.03,82,17750
1445,1450,0.08,0.03,83,17760
1453,1450,0.08,0.03,82,17770
1453,1450,0.08,0.03,82,17780
1443,1400,0.08,0.03,77,17790
1445,1400,0.08,0.03,76,17800
1437,1450,0.08,0.03,81,17810
1423,1450,0.08,0.03,83,17820
1437,1450,0.08,0.03,83,17830
1437,1450,0.08,0.03,83,17840
1433,1450,0.08,0.03,83,17850
1451,1450,0.08,0.03,82,17860
1453,1450,0.08,0.03,82,17870
1458,1450,0.08,0.03,81,17880
1458,1400,0.08,0.03,75,17890
1453,1400,0.08,0.03,74,17900
1440,1450,0.08,0.03,79,17910
1436,1400,0.08,0.03,75,17920
1416,1400,0.08,0.03,76,17930
1420,1400,0.08,0.03,75,17940
1416,1350,0.08,0.03,69,17950
1385,1450,0.08,0.03,82,17960
1393,1450,0.08,0.03,83,17970
1393,1450,0.08,0.03,84,17980
1381,1450,0.08,0.03,87,17990
1397,1450,0.08,0.03,88,18000
1408,1450,0.08,0.03,88,18010
1408,1450,0.08,0.03,89,18020
1429,1450,0.08,0.03,88,18030
1441,1450,0.08,0.03,88,18040
1441,1400,0.08,0.03,82,18050
1451,1450,0.08,0.03,86,18060
1449,1450,0.08,0.03,86,18070
1453,1450,0.08,0.03,85,18080
1462,1450,0.08,0.03,84,18090
1471,1450,0.08,0.03,83,18100
1468,1500,0.08,0.03,88,18110
1479,1400,0.08,0.03,77,18120
1475,1450,0.08,0.03,80,18130
1471,1450,0.08,0.03,80,18140
1474,1450,0.08,0.03,79,18150
1479,1450,0.08,0.03,78,18160
1466,1450,0.08,0.03,78,18170
1475,1350,0.08,0.03,66,18180
1466,1400,0.08,0.03,69,18190
1437,1350,0.08,0.03,64,18200
666667,1450,0.08,0.03,0,18210
1397,1400,0.08,0.03,72,18220
1355,1350,0.08,0.03,71,18230
1359,1450,0.08,0.03,81,18240
1361,1450,0.08,0.03,84,18250
1362,1450,0.08,0.03,86,18260
1396,1450,0.08,0.03,85,18270
1404,1450,0.08,0.03,86,18280
1404,1450,0.08,0.03,87,18290
1433,1450,0.08,0.03,86,18300
1440,1450,0.08,0.03,85,18310
2920,1400,0.08,0.03,0,18320
1420,1400,0.08,0.03,82,18330
1404,1350,0.08,0.03,78,18340
1411,1450,0.08,0.03,88,18350
1429,1400,0.08,0.03,81,18360
1437,1400,0.08,0.03,79,18370
1444,1500,0.08,0.03,88,18380
1449,1450,0.08,0.03,84,18390
1462,1350,0.08,0.03,71,18400
1462,1400,0.08,0.03,73,18410
1457,1500,0.08,0.03,83,18420
1449,1350,0.08,0.03,69,18430
1458,1350,0.08,0.03,65,18440
1420,1350,0.08,0.03,66,18450
1402,1400,0.08,0.03,71,18460
1404,1350,0.08,0.03,65,18470
666667,1450,0.08,0.03,0,18480
1346,1400,0.08,0.03,76,18490
1333,1450,0.08,0.03,84,18500
1334,1400,0.08,0.03,82,18510
1344,1450,0.08,0.03,88,18520
1366,1400,0.08,0.03,84,18530
1381,1450,0.08,0.03,88,18540
1389,1400,0.08,0.03,84,18550
1404,1450,0.08,0.03,88,18560
1418,1450,0.08,0.03,88,18570
1425,1450,0.08,0.03,88,18580
500000,1450,0.08,0.03,0,18590
1427,1400,0.08,0.03,83,18600
1385,1350,0.08,0.03,82,18610
1401,1450,0.08,0.03,90,18620
2778,1400,0.08,0.03,0,18630
1376,1400,0.08,0.03,89,18640
1385,1450,0.08,0.03,94,18650
1403,1450,0.08,0.03,94,18660
1425,1450,0.08,0.03,93,18670
1445,1400,0.08,0.03,86,18680
1457,1400,0.08,0.03,83,18690
1453,1350,0.08,0.03,76,18700
1462,1400,0.08,0.03,78,18710
1452,1450,0.08,0.03,83,18720
1449,1450,0.08,0.03,83,18730
1461,1400,0.08,0.03,76,18740
1462,1400,0.08,0.03,74,18750
1453,1350,0.08,0.03,68,18760
1445,1400,0.08,0.03,71,18770
1430,1400,0.08,0.03,71,18780
1416,1350,0.08,0.03,66,18790
2833,1500,0.08,0.03,0,18800
1364,1400,0.08,0.03,76,18810
1337,1450,0.08,0.03,85,18820
1350,1450,0.08,0.03,87,18830
1362,1400,0.08,0.03,83,18840
1374,1350,0.08,0.03,78,18850
1384,1350,0.08,0.03,76,18860
1381,1450,0.08,0.03,86,18870
1386,1450,0.08,0.03,88,18880
1412,1400,0.08,0.03,81,18890
1416,1450,0.08,0.03,86,18900
2000000,1450,0.08,0.03,0,18910
1396,1400,0.08,0.03,84,18920
1381,1450,0.08,0.03,91,18930
1397,1450,0.08,0.03,91,18940
1422,1450,0.08,0.03,90,18950
1429,1450,0.08,0.03,90,18960
1441,1450,0.08,0.03,89,18970
1461,1450,0.08,0.03,88,18980
1476,1450,0.08,0.03,86,18990
2976,1450,0.08,0.03,0,19000
1464,1400,0.08,0.03,81,19010
1439,1350,0.08,0.03,76,19020
1439,1500,0.08,0.03,90,19030
1458,1450,0.08,0.03,84,19040
1462,1500,0.08,0.03,89,19050
1472,1400,0.08,0.03,78,19060
1479,1400,0.08,0.03,75,19070
1462,1400,0.08,0.03,74,19080
1453,1450,0.08,0.03,79,19090
1437,1450,0.08,0.03,81,19100
1425,1450,0.08,0.03,82,19110
1441,1450,0.08,0.03,81,19120
2874,1400,0.08,0.03,0,19130
1406,1400,0.08,0.03,80,19140
1394,1450,0.08,0.03,86,19150
1393,1450,0.08,0.03,87,19160
1399,1450,0.08,0.03,89,19170
1418,1400,0.08,0.03,83,19180
1420,1350,0.08,0.03,77,19190
1417,1350,0.08,0.03,75,19200
1420,1350,0.08,0.03,73,19210
1401,1450,0.08,0.03,84,19220
1401,1450,0.08,0.03,85,19230
1408,1450,0.08,0.03,86,19240
1408,1400,0.08,0.03,81,19250
1412,1450,0.08,0.03,86,19260
666667,1450,0.08,0.03,0,19270
1391,1400,0.08,0.03,84,19280
1389,1450,0.08,0.03,90,19290
1412,1400,0.08,0.03,84,19300
1412,1450,0.08,0.03,89,19310
1416,1450,0.08,0.03,90,19320
1433,1450,0.08,0.03,89,19330
1429,1450,0.08,0.03,90,19340
1441,1450,0.08,0.03,89,19350
1466,1400,0.08,0.03,81,19360
1470,1450,0.08,0.03,85,19370
1477,1450,0.08,0.03,83,19380
1484,1350,0.08,0.03,71,19390
1475,1450,0.08,0.03,79,19400
1462,1400,0.08,0.03,74,19410
1462,1450,0.08,0.03,77,19420
1458,1400,0.08,0.03,72,19430
1453,1450,0.08,0.03,76,19440
